StartDate,EndDate,SubjectID,pt_cond,emot_cond,exper,mainfeel1,mainfeel2,mainfeel3,mainfeelexpl,happy,shocked,hope,angry,comp,interest,disgust,mad,curious,afraid,grateful,proud,surprise,amused,down,worried,frust,sad,embarrass,guilty,selfanger,symp,mfeel1,mfeel2,mfeel3,mfeelexpl,mhappy,mshock,mhope,mangry,mselfanger,minterest,mdisgust,mmad,mcurious,mafraid,mgrateful,mproud,msurprise,mamused,mdown,mworried,mfrust,msad,membarrass,mguilty,pleas,selfag,targag,otherag,sitag,mixag,selfpow,targpow,othpow,noonepow,sitcont,immoral,m_pleas,m_selfag,m_otherag,m_sitag,m_mixag,m_selfpow,m_otherpow,m_noonepow,m_sitpow,m_immoral,iri_1,iri_2,iri_3,iri_4,iri_5,iri_6,iri_10,iri_11,iri_15,iri_29,iri_30,iri_32,iri_33,iri_34,iri2_19,iri2_22,iri2_23,iri2_24,iri2_25,iri2_28,iri2_35,iri2_36,iri2_37,iri2_38,iri2_39,iri2_40,iri2_41,iri2_42,ssc,ideol,age,gender,female,black,asian,latino,white,other_race,mideast,natam,pacisl,mom_ed,dad_ed,expcomment,PI_note,suspicious,concussion,blameotherpersonproblem,language,inattention,openendedproblem,experimentererror
1/23/15 11:55,1/23/15 12:30,604,1,1,Brooklyn,surprised,understanding,detached,I wasnt expecting that ending but I did not allow myself to get emotionally attached,1,2,1,2,1,2,1,1,4,1,1,1,3,1,1,1,1,1,1,1,1,2,sad,angry,hopeless,,1,2,1,3,3,1,1,2,1,2,1,1,1,1,1,4,3,4,1,2,1,1,1,3,5,3,1,1,1,4,3,1,1,2,2,1,3,1,2,2,2,1,5,5,3,3,4,5,3,4,1,1,2,2,3,2,4,3,4,3,4,3,4,5,2,3,5,2,4,2,19,5,18,female,1,0,0,0,1,0,0,0,0,2,2,Subject found that it was really difficult to remain objective and believes that she was able to remain half objective; half not objective.,,0,0,0,0,0,0,0
1/29/15 17:50,1/29/15 18:25,464,2,1,Sophie,Sorry for the writer,Amused,Alert,While I felt sorry for the writer's misfortune their story was also rather amusing and well told.  As for alert i think that's mainly because I'm taking a study and taking it seriously. ,3,1,2,1,3,2,1,1,2,1,4,1,1,3,1,1,1,1,1,1,1,3,Distressed,Sorry or ashamed,Frustrated,,1,4,1,2,2,1,2,2,1,1,2,1,3,1,5,1,4,4,4,2,3,1,2,2,4,4,1,3,2,3,3,1,5,2,1,4,4,1,2,5,5,1,3,3,4,2,1,1,4,1,3,3,3,5,3,3,1,4,2,3,2,3,3,2,1,4,2,1,3,1,20,5,18,male,0,0,0,0,1,0,0,0,0,8,8,Subject had a bit of trouble remembering how I asked him to read the letter(but eventually remembered without prompting).,,0,0,0,0,0,0,0
12/10/14 16:03,12/10/14 16:29,439,2,2,Sophie,anger,empathy,pity,,2,3,1,5,1,1,2,5,2,1,1,1,1,1,1,3,5,1,1,1,1,5,anger,frustration,disappointment,,1,1,1,5,4,3,4,5,1,1,1,1,1,1,5,4,5,4,1,2,4,1,2,5,2,5,1,3,4,3,3,1,5,2,5,2,4,1,4,2,2,2,5,2,1,1,5,3,4,3,3,1,5,3,5,2,1,5,5,5,5,5,2,5,1,3,5,3,5,3,20,6,18,female,1,0,0,0,1,0,0,0,0,7,8,Subject had a hard time explaining the way I asked her to read the letter when asked at the end of the study.,,0,0,0,0,1,0,0
1/29/15 18:25,1/29/15 18:52,465,2,2,Sophie,feel bad,,,I feel bad that she missed her friends party when it was completely out of her control.,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,3,2,1,1,1,5,Excited,Upset,,At first the participant was very excited about going to New York; but then her friend ruined it by not taking the car in for repairs; which made her upset.,4,1,2,4,1,1,2,3,1,1,1,1,1,1,5,3,2,5,1,1,2,1,1,5,1,4,1,4,3,1,1,4,5,1,5,3,5,2,4,1,1,5,5,3,3,4,3,3,3,5,1,1,3,1,3,3,5,3,3,4,3,1,3,4,1,3,5,2,5,1,20,2,18,Female,1,0,0,0,1,0,0,0,0,3,8,Subject had a hard time remembering how I asked her to read the letter,,0,0,0,0,1,0,0
2/9/15 14:28,2/9/15 14:52,476,2,1,Sophie,sympathy,frustration,sadness,In the letter Melissa missed her friends bachelorette party that she planned just because of car troubles and that's really frustrating and also relatable for me,1,2,1,4,5,4,1,3,1,1,2,3,2,1,4,1,5,4,1,1,1,5,Frustrated,Sad,Disbelief,,1,4,2,4,2,3,3,4,1,1,1,1,4,1,4,4,5,5,1,1,,1,1,2,5,4,1,2,2,2,2,1,5,1,2,5,5,2,2,2,3,1,5,5,1,1,5,3,5,2,1,3,5,1,5,2,2,5,5,5,5,5,2,4,1,5,4,1,5,1,22,6,18,female,1,0,0,0,1,0,0,0,0,7,8,Subject had to think for a second when I asked her how I had asked her to read the letter; butsaid she did a good job taking Melissa's perspective.,,0,0,0,0,0,0,0
1/28/15 10:53,1/28/15 11:57,611,1,2,Brooklyn,Mostly detached,A bit sympathetic,,,1,2,1,1,3,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,3,Angry ,Bitter,Sad,,1,3,1,5,2,1,2,5,1,1,1,1,1,1,3,2,5,3,1,2,4,1,2,5,1,2,1,3,5,1,1,4,5,1,5,1,1,1,1,1,1,5,4,2,3,3,4,4,3,4,3,4,3,3,2,2,5,2,4,3,3,2,4,3,4,2,3,3,3,3,17,3,18,Female,1,0,0,0,1,0,0,0,0,8,4,Subject remained objective by not getting caught up in the emotions of the letter.,,0,0,0,0,0,0,0
2/4/15 10:49,2/4/15 11:33,622,1,1,Brooklyn,empathy,curiousity,confusion,,1,1,2,1,2,2,1,1,2,1,3,1,1,1,1,1,1,2,1,1,1,4,sadness,upset,emotional,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,1,5,1,1,1,1,1,3,2,2,3,4,3,1,2,1,5,2,2,3,3,4,3,3,3,2,5,5,1,1,5,5,5,3,1,1,4,5,5,1,3,5,4,4,4,3,2,2,1,4,2,2,4,3,23,5,18,female,1,0,1,0,0,0,0,0,0,8,8,Subject remained objective by reminding self that Melissa is not someone they know.,,0,0,0,0,0,0,0
11/13/14 12:23,11/13/14 13:56,408,2,1,Sophie,anxious,frustration,disappointment,The story I read had more drama and disappointment than mine but both provoked anticipation. We were both in a tentative situation and since my emotions are still raw I move between my powerlessness and that of the writer; able to reflect on both situations.,3,4,3,3,4,4,3,4,3,2,4,2,4,3,3,3,4,4,4,4,4,4,sad,angry,powerless,She trusted the driver and yet was betrayed,4,5,4,5,5,4,5,5,3,5,3,2,5,2,5,5,5,5,3,2,4,1,2,4,3,4,1,3,3,3,3,1,5,3,4,3,4,4,4,3,3,1,4,5,1,1,5,2,5,3,1,1,5,5,5,3,3,4,4,5,3,4,1,3,1,5,4,1,4,3,18,5,54,f,1,0,0,0,0,0,0,1,0,7,8,Subject remembered correctly the way I asked her to read the letter and said she did it well.  She said that the pages with multiple questions were confusing because when she scrolled down; she couldn't see the scale.,,0,0,0,0,0,0,0
11/12/14 15:10,11/12/14 16:41,406,2,2,Sophie,Annoyed,Sympathetic,A Little Angry,The letter explains a situation where the person was lied to and it prevented her from going somewhere important with her best friend. This letter made me annoyed and a little angry that someone would lie like that. This letter also made me sympathetic towards the writer.,1,2,2,3,5,1,3,4,1,1,2,1,2,1,2,1,4,2,1,1,1,5,Fuming/Angry,Cheated/Lied to,Dissapointed,,1,2,1,5,1,1,4,5,1,1,1,1,2,1,4,1,5,4,1,1,2,1,2,5,3,4,1,3,5,1,2,3,5,2,5,2,4,,5,1,1,5,4,4,2,1,3,3,4,4,2,2,4,4,3,4,2,3,4,3,4,3,3,4,2,3,4,2,4,2,20,4,22,Male,0,0,1,0,0,0,0,0,0,3,7,Subject remembered the way he was told to read the letter and said he did it well.,,0,0,0,0,0,0,0
11/18/14 12:15,11/18/14 12:57,411,1,2,Sophie,Sympathetic,,,The letter writer had really unfortunate luck. I would be more annoyed for her but I was told to be detached while reading it so I tried to push away that kind of strong emotion.,1,2,1,2,4,3,2,2,1,1,1,1,2,2,1,1,2,2,1,1,1,4,Angry,Upset,,She missed something she had been planning for ages; and was lied to by her friend. She has every right to be mad and disappointed.,1,4,1,5,3,1,3,5,1,1,1,1,3,1,5,2,5,5,1,1,5,1,1,4,4,4,1,1,5,1,2,3,5,1,5,1,1,1,5,1,1,4,3,4,4,2,4,4,5,4,2,2,3,3,4,1,4,3,4,4,3,4,4,3,2,4,3,2,4,2,20,5,19,Female,1,0,1,0,0,0,0,0,0,8,7,Subject remembered the way I asked them to read the letter.  She said that in order to remain objective; she tried to push away the emotions whenever she started to feel them. ,,0,0,0,0,0,0,0
2/17/15 15:04,2/17/15 16:28,487,1,2,Sophie,Sympathy,Confusion,,"I'm a little confused about the circumstances of the letter.  How did this person expect to plan a bachelorette party in New York when she is in Ann Arbor?  I was also a bit confused about the identities of the people as almost everyone was referred to as ""friend"".  That said; it is really unfortunate that this person missed an important event in their friends life.  I wonder if it has changed the relationship between this friend and the friend who is getting married.  ",1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,3,2,1,1,1,4,Frusteration,Anger,Cheated,"She states that she is ""fuming"" about how her friend treated her.  She is mad at him for lying to her; ultimately resulting in her missing her friend's party.",1,3,1,5,1,1,2,5,1,1,1,1,1,1,3,1,5,2,1,1,3,1,2,4,1,2,1,3,5,1,1,2,4,1,5,1,1,2,5,1,1,2,3,4,1,2,1,1,4,2,3,3,5,5,4,4,1,4,3,4,4,4,3,1,1,5,1,1,1,1,19,5,22,Male,0,0,0,0,1,0,0,0,0,3,7,Subject said he did a good job remaining objective.,,0,0,0,0,0,0,0
1/29/15 17:28,1/29/15 17:50,463,2,1,Sophie,sympathetic,understanding,sad,I identify with this person's negative experience. So often; when we are asked to tell stories; we feel like we need to tell the positive ones. But sometimes the negative; less encouraging ones are the ones that need to be told.,1,1,3,2,5,2,1,2,1,1,1,1,2,1,4,2,4,3,1,1,1,5,frustrated,angry,depressed,I definitely could sense her frustration at a situation that was beyond her control.,1,2,1,5,3,1,1,4,1,1,1,1,2,1,5,2,5,5,3,2,3,2,1,4,5,5,1,1,3,2,4,1,5,3,4,5,5,1,2,4,3,5,5,5,2,2,5,5,5,5,1,1,4,2,5,1,5,5,5,5,5,2,2,5,2,5,5,2,5,2,21,6,20,Male,0,0,0,0,1,0,0,0,0,7,8,Subject said he did a good job taking Melissa's perspective.,,0,0,0,0,0,0,0
1/27/15 16:26,1/27/15 16:45,458,1,1,Sophie,Sad,Empathetic,Wish I could make it better for her,I feel really bad she missed out on that experience; because of how close she is with her friend. You only (usually0 have one bachelorette party. ,1,1,2,1,4,3,1,1,4,1,1,1,3,1,2,1,2,3,1,1,1,4,Depressed,Regretful,Longing,She's very mad at herself that she wasn't able to make it to the party; even though it wasn't her fault. ,1,3,1,4,4,3,2,4,1,2,1,1,2,1,5,3,5,4,4,4,4,1,1,1,5,4,1,2,3,4,4,1,5,4,4,4,4,2,3,3,3,2,5,4,1,2,4,3,4,3,2,2,4,3,4,2,2,5,4,4,4,5,3,3,2,3,4,3,5,3,21,4,20,male,0,0,0,0,1,0,0,0,0,7,8,Subject said he had a hard time remaining objective ,,0,0,0,0,0,0,0
12/4/14 11:19,12/4/14 12:59,432,1,2,Sophie,Sad,Apologetic,Empathetic,I feel bad that this happened to her; as well as empathetic since I can relate to the situation; since I grew up with a car that broke down all the time.,1,3,2,2,4,4,2,2,4,1,4,1,3,2,4,3,3,4,3,1,3,4,Angry,Disappointed,Suspicious,She's upset not mainly because of missing the bachelorette party; but because her friend lied to her about his car getting fixed and putting her in a situation she didn't want to be in. ,2,3,1,5,2,2,4,5,1,2,1,1,3,1,4,3,5,4,3,3,4,1,2,4,3,4,1,2,4,1,2,4,5,2,5,1,3,3,5,1,2,3,5,4,3,3,3,1,5,2,1,3,4,5,4,3,3,4,5,4,3,2,2,1,1,5,2,1,2,1,19,2,21,Male,0,0,0,1,1,0,0,0,0,8,8,Subject said he had a hard time remaining objective.,,0,0,0,0,0,0,0
1/15/15 14:25,1/15/15 15:39,442,2,1,Sophie,Sadness,Sympathy,Anger,I feel sad and sympathetic for this girl because she missed her best friend's wedding due to a defective part of a car; and missing this wedding seemed to crush her. I also feel a little bit of anger because of the new part being defective. Whether it was the fault of the repair shop worker or not; it angers me that they used a defective part and did not make sure that it would work beforehand.,1,2,3,4,1,4,3,4,2,1,3,1,3,1,2,3,3,4,1,1,1,5,Sadness,Feeling down,Contempt,,1,4,3,5,1,1,5,5,1,3,1,1,3,1,5,4,5,5,2,1,2,1,1,5,4,5,1,1,5,4,1,3,4,3,4,4,5,2,4,3,4,2,4,4,3,3,3,2,4,3,3,1,4,5,5,3,2,3,3,4,4,5,4,2,2,4,4,2,4,2,23,6,19,Male,0,0,0,0,1,0,0,0,0,8,8,Subject said he never would have guessed that the letter hadn't been written by another participant.,,0,0,0,0,0,0,0
2/23/15 16:07,2/23/15 16:24,493,1,1,Sophie,Content,Futuristic,Stress,I feel like I'm always slightly stressed all the the time just becuase I remember how much work that I have to do for my jobs and classes. Because of the letter; I felt futuristic in the sense of being excited for the future becuase Melissa wrote about a friend's wedding and another friend's conflict. This made me think of how I went to a friend's wedding last summer and it was so fun - I can't wait to plan my own wedding and go to other people's weddings. ,3,,4,1,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,Remorse,Sadness,Conflicted,Right at the beginning; I could see how distressed that she was - she had to turn down a friend in order to go to a different friend's ceremony. She felt remorseful because she did not even end up going to the actual bachlorette party despite turning down another friend. Melissa actually said that she was tearing up at the end of the letter now that she was thinking about the incident. ,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,4,4,1,2,1,1,1,1,4,4,1,2,2,4,4,1,4,2,1,4,4,2,1,4,3,1,2,2,1,1,1,2,3,2,2,1,4,4,2,1,2,2,3,4,3,1,2,2,1,4,3,1,3,1,19,6,22,Cisgendered man ,0,0,1,0,0,0,0,0,0,4,3,Subject said he was a generally empathetic person and had a bit of a hard time remaining objective.  When asked if there was anything mroe to the study than met the eye; he said that he didn't think the letter had been written by a previous participant.,,0,0,0,0,0,0,0
1/27/15 15:49,1/27/15 16:25,457,1,2,Sophie,Left out,Stressed,angry,Reading about being stranded on the highway is stressful. Also; reading about missing a trip to New York and a party with all of your friends makes me feel stressed and left out. Being lied to makes me angry.,1,3,1,4,1,1,4,4,1,1,1,1,1,1,3,3,4,2,1,1,2,1,Fuming,Betrayed,Stressed,"The writer was lied to so she feels betrayed. She also feels angry that her ""friend"" lied to her; which resulted in her missing her best friend's bachelorette party. During her trip; she couldn't find a flight or get her car repaired; so she got stressed out.",1,3,1,5,2,1,4,5,1,1,1,1,2,1,3,3,5,2,1,2,3,1,2,5,2,2,1,3,5,1,1,3,4,2,5,2,3,2,5,1,2,4,2,3,1,2,2,2,4,2,2,3,5,4,5,4,3,2,4,5,4,2,2,2,2,3,2,2,2,1,20,4,20,Male,0,0,1,0,0,0,0,0,0,8,8,Subject said he was successful at remaining objective and did so by trying not to think about Melissa's emotions.  He didn't think there was anything more to the study than met the eye.,,0,0,0,0,0,0,0
2/10/15 15:51,2/10/15 16:26,483,1,2,Sophie,I feel bad for her ,It's an unfair situation,That sucks,,1,2,1,1,1,3,2,1,3,1,1,1,1,3,1,1,1,2,1,1,1,2,Frustration,Anger,Sadness,,1,1,1,4,1,1,4,4,1,1,1,1,2,1,3,1,4,2,1,1,2,1,1,4,3,3,1,2,4,1,2,3,4,1,5,2,2,2,4,1,1,4,4,4,2,3,2,3,4,4,3,4,4,3,2,3,3,3,2,4,2,3,2,2,2,3,2,2,2,2,20,5,18,Female,1,0,1,0,0,0,0,0,0,8,8,Subject said she did a good job remaining objective,,0,0,0,0,0,0,0
2/9/15 13:14,2/9/15 13:48,474,2,2,Sophie,sad,upset,reminiscent of past memories,I can relate to the writer and her experiences. I have experienced disappointment before.,1,3,1,3,5,4,3,3,1,1,2,1,3,2,2,1,3,4,1,1,1,5,upset,disappointed,hurt,Her friend lied to her and made her miss her best friend's bachelorette party.,1,4,1,5,1,1,1,4,1,1,1,1,1,1,5,1,5,3,1,1,4,1,2,5,1,3,1,2,5,1,1,4,5,1,5,1,3,1,5,1,1,4,5,5,2,2,4,4,5,5,3,1,3,4,2,3,4,1,5,1,5,1,4,1,1,3,3,4,5,2,18,4,20,Female,1,0,1,0,0,0,0,0,0,1,1,Subject said she did a good job taking Melissa's perspective. ,,0,0,0,0,0,0,0
1/20/15 14:55,1/20/15 15:15,445,1,2,Sophie,Annoyed,Angry,Understanding,,1,1,1,3,4,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,5,Upset,Angry,Frustrated,,1,1,1,5,1,1,2,5,1,1,1,1,1,1,3,1,5,1,1,1,3,1,2,5,,5,1,2,5,1,2,2,4,2,5,2,1,2,5,1,1,2,4,5,2,2,5,5,4,5,2,1,3,1,3,1,1,2,5,3,4,2,2,5,2,4,5,1,4,3,18,6,19,female,1,0,0,0,1,0,0,0,0,8,7,Subject said she did her best to remain objective; she did so by trying not to think about Melissa's emotions.  When I asked if she thought there was anything more to the study than meets the eye; she said that she didn't believe the letter was written by a previous participant.,,0,0,0,0,0,0,0
11/18/14 14:18,11/18/14 15:16,415,2,2,Sophie,Empathetic,Frustrated,Sad,I feel for Melissa that she was not able to attend her best friend's bachelorette party.  I also hate being lied to; so I can imagine how frustrated she was when her friend; her transportation to the bachelorette party in NYC; lied to her about getting his car fixed.  Not only did he waste her time and make her miss the party; but he also wasted his own.  ,1,2,1,3,5,1,1,3,1,1,1,1,2,1,1,1,4,4,1,1,1,5,Frustrated,Disbelieving,Fuming,She is very upset that she missed her best friend's bachelorette party; and the means by which she missed it. ,1,2,2,5,1,1,3,5,1,1,1,1,4,1,5,4,5,5,1,1,2,1,1,5,4,4,1,2,2,1,1,1,5,1,5,1,3,2,5,1,1,2,4,5,2,5,4,4,5,2,1,1,4,1,3,2,2,1,5,4,5,1,4,5,1,3,4,1,2,2,20,5,20,female,1,0,1,0,0,0,0,0,0,8,8,Subject said she empathized well with Melissa.,,0,0,0,0,0,0,0
1/15/15 14:14,1/15/15 14:35,441,2,1,Sophie,Empathy,Sympathy,Concern,,1,2,2,4,3,3,2,4,4,1,4,1,3,1,4,4,5,5,2,2,2,5,Anger,Sadness,Frustration,,1,4,2,4,3,4,3,5,2,2,2,1,3,1,5,4,5,5,4,4,4,1,3,3,4,4,1,3,3,3,3,1,5,1,2,4,3,2,2,4,4,1,3,4,2,3,4,4,4,4,3,2,4,3,5,2,,4,4,5,3,4,2,5,3,3,4,2,4,2,21,5,21,Female,1,0,0,0,1,0,0,0,0,8,8,Subject said she guessed the letter was written by us only after being told that this was the case.,,0,0,0,0,0,0,0
11/25/14 14:08,11/25/14 15:16,423,2,1,Sophie,Empathy,She overreacted a little,Frustration,I think that it is really unfortunately that this happened to this individual; but I think her crying over it while writing the letter is a little overboard. I think she deserves to feel frustrated because she was trying to be responsible with the whole car ordeal; but at the end of the day; she still gets to be with her friend on her wedding day; the most important part in all this.,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,3,Sadness,Frustration,Disappointment,She didn't get to go to an event that was important to her; especially since she planned it and tried to cover all her bases. I'd be feeling some similar emotions.,3,1,1,3,1,1,1,3,1,1,1,2,1,1,3,2,5,5,1,2,1,1,1,5,2,5,1,1,5,1,2,1,5,1,5,2,5,1,5,2,2,1,2,3,1,1,2,3,5,2,1,3,5,3,4,2,3,5,5,5,3,3,2,2,1,5,3,1,2,1,21,4,21,female,1,0,0,0,1,0,0,0,0,8,8,Subject said she had a bit of a hard time empathizing with Melissa because she thought she was overreacting.,,0,0,0,0,0,0,0
1/26/15 14:16,1/26/15 14:58,451,1,1,Sophie,pity,unhappiness,anger,I felt bad for the person that wrote the letter. Especially when they mentioned that they cried. I imagined myself in that situation and how that would feel. I was mad at the world.,1,4,1,4,5,2,1,5,1,1,1,1,3,1,5,2,5,5,1,1,1,5,sadness,frustration,dissapointment,The person who wrote the letter started out writing the letter objectively; but it concluded with more of a shocking statement of how much the event affected her. At first their feelings weren't clear and then it was obvious that she was upset.,1,1,2,5,1,1,1,5,1,2,1,1,1,1,5,2,5,5,1,4,2,1,1,2,5,5,2,2,2,3,3,1,5,2,3,5,5,1,2,4,4,2,5,1,3,5,1,5,5,5,2,3,2,1,3,5,5,3,3,4,1,3,4,1,3,2,1,3,1,2,20,6,21,female,1,0,0,0,1,0,0,0,0,3,2,Subject said she had a hard time remaining objective,,0,0,0,0,0,0,0
12/2/14 13:36,12/2/14 14:00,427,1,1,Sophie,pity,annoyed,exhaustion,I feel bad that she couldn't take the trip she had planned; and I was a little annoyed with her friend whose car broke down. And honestly; I got very little sleep last night and I'm mainly having trouble thinking about anything that isn't sleeping,1,1,3,1,4,2,1,1,1,1,2,1,2,1,1,1,1,3,1,1,1,4,sadness,frustration,regret,,1,2,2,1,1,3,1,1,1,1,2,1,2,1,5,3,3,5,1,1,4,1,2,3,4,5,1,3,1,1,2,1,5,1,1,4,4,1,1,2,2,1,2,3,2,2,3,2,4,2,2,3,4,2,5,3,3,4,3,4,3,4,2,3,2,4,3,2,3,2,22,7,22,female,1,0,0,0,1,0,0,0,0,7,7,Subject said she had a hard time remaining objective because of how upset Melissa seemed at the end.,,0,0,0,0,0,0,0
2/3/15 14:05,2/3/15 15:01,466,1,2,Sophie,sympathetic,annoyed,confused,,1,1,1,2,1,1,1,2,3,1,1,1,1,1,1,2,2,2,1,1,1,3,fuming,upset,guilty,,1,1,1,4,3,1,1,4,1,1,1,1,2,1,2,3,5,3,1,4,2,1,4,4,3,5,2,4,2,1,1,2,4,3,4,2,4,2,4,1,2,2,5,5,3,4,5,2,5,5,1,1,5,1,5,1,5,5,5,5,5,5,4,5,1,2,5,4,5,5,16,4,18,female,1,0,1,0,0,0,0,0,0,2,7,Subject said she had a hard time remaining objective; but that overall; she did an OK job.,,0,0,0,0,0,0,0
11/18/14 12:15,11/18/14 14:48,412,1,2,Sophie,indifference,,,,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,upset,anger,bitterness,,1,5,3,5,1,1,5,5,1,1,1,1,3,1,3,3,5,4,1,1,3,1,2,5,2,4,1,2,4,1,1,3,5,3,5,1,2,2,5,1,1,5,3,2,3,4,5,2,4,4,1,1,2,2,4,1,2,3,4,3,3,2,2,3,3,3,5,1,5,1,19,6,18,female,1,0,0,0,1,0,0,0,0,8,7,Subject said she had a hard time remaining objective.,,0,0,0,0,0,0,0
2/9/15 15:25,2/9/15 15:55,478,1,1,Sophie,understanding,sad for the writer of the letter,sympathetic,,2,4,2,1,2,3,1,1,3,1,2,1,3,1,3,1,1,2,1,1,1,5,upset,sad,mad,,1,4,1,4,4,1,2,4,1,1,1,1,1,1,5,3,4,5,1,3,4,1,1,3,3,3,1,1,2,3,3,1,5,2,2,3,3,1,2,2,3,1,4,3,2,2,4,2,3,4,2,1,2,1,4,1,3,3,4,3,4,3,3,2,2,4,4,2,3,2,21,3,18,female,1,0,0,0,1,0,0,0,0,7,7,Subject said she had a hard time remaining objective.,,0,0,0,0,0,0,0
11/18/14 12:57,11/18/14 13:42,413,1,1,Sophie,tired,happy,eager,Tired because I've been working hard. Happy that I don't have the problems young people do. Eager to get back home to work.,2,1,1,1,2,2,2,1,1,1,2,1,1,1,2,1,2,3,1,1,2,2,Frustration,Anger,Sadness,The writer was frustrated; angry and sad about her ability to be present at her friend's bachlorette party in NYC.,2,2,1,5,3,1,2,2,3,4,1,1,4,1,5,2,5,5,4,2,5,1,1,2,4,2,1,3,3,2,2,1,5,2,3,3,2,1,2,2,2,1,5,4,3,2,3,2,5,5,2,2,2,3,4,2,5,2,4,3,4,4,3,2,4,4,4,2,4,1,21,6,58,Female,1,0,0,0,1,0,0,0,0,7,2,Subject said she had a hard time staying objective.  She tried to reread the letter over to distance herself; but was unable to do so.  ,,0,0,0,0,0,0,0
3/24/15 15:53,3/24/15 16:24,1420,0,2,Sophie,interested,simpathetic,sad,The writer really painted a picture of the situation and how frustrating it was that the guy she was relying on to take her to her friend's bachelorette party did not fix his car.  He really let her down.,1,4,2,4,2,5,3,4,3,1,1,1,4,4,2,2,4,4,1,2,1,5,frustration,betrayl,shock,,1,4,2,5,2,2,5,5,1,1,1,1,4,1,5,2,5,5,1,2,4,1,2,4,1,4,1,3,5,1,2,2,5,2,5,1,2,3,5,1,1,3,4,4,3,2,5,4,4,4,1,1,2,3,3,1,3,4,5,3,5,4,4,5,2,2,5,1,5,2,20,6,18,Female,1,0,0,1,1,0,0,0,0,8,8,Subject said she had suspected that the letter was fake while answering the questions after I explained to her what we were doing; but didn't say anything when I asked if she thought there was more to the study than met the eye,,0,0,0,0,0,0,0
1/27/15 17:27,1/27/15 17:46,460,1,2,Sophie,sympathetic,,,I feel bad for the person who wrote the letter due to her condition but found it funny how she started off the letter by saying she is suppose to be saying something interesting for this project.,1,2,1,1,1,3,1,1,3,1,1,1,1,4,1,1,1,1,1,1,1,4,angry,frustrated,,,1,1,1,5,1,1,1,5,1,1,1,1,1,1,5,1,4,3,1,1,4,1,2,5,2,2,1,3,5,1,2,4,4,2,5,2,2,3,5,2,2,4,4,4,3,4,3,4,3,4,3,2,3,3,4,2,4,2,4,3,3,2,4,2,2,3,2,4,1,2,20,4,20,female,1,0,1,0,0,0,0,0,0,7,8,Subject said she was able to remain objective.,,0,0,0,0,0,0,0
2/3/15 15:36,2/3/15 16:00,468,1,1,Sophie,Confusion,Empathy,Humor,,1,1,1,1,3,2,2,1,2,1,1,1,1,3,1,1,1,1,1,1,1,3,Disappointment,Frustration,Affected,affected; as in she was pretty affected by what has happened,1,1,1,4,3,1,1,4,1,1,1,1,1,1,4,1,5,5,2,3,3,1,2,3,3,4,2,4,3,2,2,1,5,3,4,4,3,1,4,2,4,2,2,3,2,2,3,1,4,2,2,3,4,4,3,3,4,4,3,4,4,4,2,2,1,4,2,1,3,1,20,3,18,Female,1,0,1,0,0,0,0,0,0,8,8,Subject said she was able to remain objective.,,0,0,0,0,0,0,0
2/24/15 14:16,2/24/15 14:40,495,0,1,Sophie,sympathy,sadness,,,2,3,3,2,4,2,3,2,3,1,3,2,3,2,2,2,2,3,2,1,1,5,excitement,suspense,sadness,,3,5,4,4,3,2,3,4,1,2,2,1,5,1,5,3,4,5,1,3,4,1,2,5,2,3,2,3,4,2,2,2,5,3,5,3,3,3,4,2,2,3,5,3,2,4,3,1,4,2,3,2,4,5,3,4,1,4,3,3,2,3,4,4,3,5,5,1,4,1,19,4,22,male,0,0,0,0,1,0,0,0,0,4,3,Subject said that at first; he conflated Melissa's emotions with his emotions; but when the survey asked questions about each of them separately; he thought about them separately.,,0,0,0,0,0,0,0
4/2/15 15:02,4/2/15 15:48,1431,0,2,Sophie,sad,disappointed,sympathetic,,1,2,1,2,1,3,2,2,2,1,1,1,4,1,3,2,2,3,1,1,1,3,disappointment,anger,frustration,,1,3,1,2,2,3,2,2,1,1,1,1,1,1,3,2,2,3,1,2,3,1,2,5,1,2,1,1,5,1,1,3,4,2,3,1,3,2,4,2,2,3,2,3,2,3,5,4,3,4,2,2,3,3,5,2,5,4,4,4,4,4,2,4,1,3,5,3,3,3,22,4,18,Female,1,0,1,0,0,0,0,0,0,8,7,Subject said the letter was confusing; but that she understood the main point of it (which was that Melissa was mad),,0,0,0,0,0,0,0
